"subjectid" "activity" "measurement" "mean"
"409" 6 "WALKING_UPSTAIRS" "bodybodygyrojerkmag" -0.457587026397059
"410" 6 "WALKING_UPSTAIRS" "bodybodygyromag" -0.274400453811765
"411" 6 "WALKING_UPSTAIRS" "bodygyro" -0.199073922432827
"412" 6 "WALKING_UPSTAIRS" "bodygyrojerk" -0.168787532515654
"413" 6 "WALKING_UPSTAIRS" "bodygyrojerkmag" -0.391487609617647
"414" 6 "WALKING_UPSTAIRS" "bodygyromag" -0.164507477173529
"415" 6 "WALKING_UPSTAIRS" "gravityacc" -0.370676287347712
"416" 6 "WALKING_UPSTAIRS" "gravityaccmag" -0.0306858933871569
"417" 6 "WALKING_DOWNSTAIRS" "bodyacc" 0.103751817554479
"418" 6 "WALKING_DOWNSTAIRS" "bodyaccjerk" 0.0200616139693264
"419" 6 "WALKING_DOWNSTAIRS" "bodyaccjerkmag" 0.1566736233125
"420" 6 "WALKING_DOWNSTAIRS" "bodyaccmag" 0.311986859317708
"421" 6 "WALKING_DOWNSTAIRS" "bodybodyaccjerkmag" 0.199321560095833
"422" 6 "WALKING_DOWNSTAIRS" "bodybodygyrojerkmag" -0.139219464930521
"423" 6 "WALKING_DOWNSTAIRS" "bodybodygyromag" -0.128363700360417
"424" 6 "WALKING_DOWNSTAIRS" "bodygyro" -0.103070640502934
"425" 6 "WALKING_DOWNSTAIRS" "bodygyrojerk" -0.0167733650451389
"426" 6 "WALKING_DOWNSTAIRS" "bodygyrojerkmag" -0.097082550788125
"427" 6 "WALKING_DOWNSTAIRS" "bodygyromag" -0.0141799464691667
"428" 6 "WALKING_DOWNSTAIRS" "gravityacc" -0.351826221903681
"429" 6 "WALKING_DOWNSTAIRS" "gravityaccmag" 0.3536833228125
"430" 6 "SITTING" "bodyacc" -0.695907934701667
"431" 6 "SITTING" "bodyaccjerk" -0.712020630710197
"432" 6 "SITTING" "bodyaccjerkmag" -0.955457664909091
"433" 6 "SITTING" "bodyaccmag" -0.939103445272727
"434" 6 "SITTING" "bodybodyaccjerkmag" -0.947826677
"435" 6 "SITTING" "bodybodygyrojerkmag" -0.951615629727273
"436" 6 "SITTING" "bodybodygyromag" -0.929637410454545
"437" 6 "SITTING" "bodygyro" -0.713068836599394
"438" 6 "SITTING" "bodygyrojerk" -0.506316942650061
"439" 6 "SITTING" "bodygyrojerkmag" -0.956539899818182
"440" 6 "SITTING" "bodygyromag" -0.926981642454546
"441" 6 "SITTING" "gravityacc" -0.305624404900242
"442" 6 "SITTING" "gravityaccmag" -0.940558093454545
"443" 6 "STANDING" "bodyacc" -0.696398202070029
"444" 6 "STANDING" "bodyaccjerk" -0.71645941435329
"445" 6 "STANDING" "bodyaccjerkmag" -0.961600791052632
"446" 6 "STANDING" "bodyaccmag" -0.943711759429825
"447" 6 "STANDING" "bodybodyaccjerkmag" -0.955647792105263
"448" 6 "STANDING" "bodybodygyrojerkmag" -0.953756818859649
"449" 6 "STANDING" "bodybodygyromag" -0.924886529298246
"450" 6 "STANDING" "bodygyro" -0.709688520650731
"451" 6 "STANDING" "bodygyrojerk" -0.51140375294386
"452" 6 "STANDING" "bodygyrojerkmag" -0.957971228421053
"453" 6 "STANDING" "bodygyromag" -0.927648158684211
"454" 6 "STANDING" "gravityacc" -0.361336652545322
"455" 6 "STANDING" "gravityaccmag" -0.942166563070175
"456" 6 "LAYING" "bodyacc" -0.688805931981725
"457" 6 "LAYING" "bodyaccjerk" -0.70721803194114
"458" 6 "LAYING" "bodyaccjerkmag" -0.952546219649123
"459" 6 "LAYING" "bodyaccmag" -0.908482682210526
"460" 6 "LAYING" "bodybodyaccjerkmag" -0.95010406754386
"461" 6 "LAYING" "bodybodygyrojerkmag" -0.954600305964912
"462" 6 "LAYING" "bodybodygyromag" -0.929424264824561
"463" 6 "LAYING" "bodygyro" -0.703228882530117
"464" 6 "LAYING" "bodygyrojerk" -0.513879114581754
"465" 6 "LAYING" "bodygyrojerkmag" -0.954401369912281
"466" 6 "LAYING" "bodygyromag" -0.914947335877193
"467" 6 "LAYING" "gravityacc" -0.353214560133918
"468" 6 "LAYING" "gravityaccmag" -0.908102548394737
"469" 7 "WALKING" "bodyacc" -0.0666590213464035
"470" 7 "WALKING" "bodyaccjerk" -0.139614840625921
"471" 7 "WALKING" "bodyaccjerkmag" -0.110253114857895
"472" 7 "WALKING" "bodyaccmag" -0.199828545608772
"473" 7 "WALKING" "bodybodyaccjerkmag" -0.0302785439273684
"474" 7 "WALKING" "bodybodygyrojerkmag" -0.119753116635702
"475" 7 "WALKING" "bodybodygyromag" -0.268402340207632
"476" 7 "WALKING" "bodygyro" -0.275214831821696
"477" 7 "WALKING" "bodygyrojerk" -0.177018131837591
"478" 7 "WALKING" "bodygyrojerkmag" -0.197681448035965
"479" 7 "WALKING" "bodygyromag" -0.252121259179825
"480" 7 "WALKING" "gravityacc" -0.381465442075143
"481" 7 "WALKING" "gravityaccmag" -0.148181876164912
"482" 7 "WALKING_UPSTAIRS" "bodyacc" -0.20586529737549
"483" 7 "WALKING_UPSTAIRS" "bodyaccjerk" -0.386487839718301
"484" 7 "WALKING_UPSTAIRS" "bodyaccjerkmag" -0.464980471666667
"485" 7 "WALKING_UPSTAIRS" "bodyaccmag" -0.331686228416176
"486" 7 "WALKING_UPSTAIRS" "bodybodyaccjerkmag" -0.476112305294118
"487" 7 "WALKING_UPSTAIRS" "bodybodygyrojerkmag" -0.688709124901961
"488" 7 "WALKING_UPSTAIRS" "bodybodygyromag" -0.489488713882353
"489" 7 "WALKING_UPSTAIRS" "bodygyro" -0.332457259001193
"490" 7 "WALKING_UPSTAIRS" "bodygyrojerk" -0.362763053253595
"491" 7 "WALKING_UPSTAIRS" "bodygyrojerkmag" -0.669198922254902
"492" 7 "WALKING_UPSTAIRS" "bodygyromag" -0.328622008892157
"493" 7 "WALKING_UPSTAIRS" "gravityacc" -0.430012885359477
"494" 7 "WALKING_UPSTAIRS" "gravityaccmag" -0.266409522714706
"495" 7 "WALKING_DOWNSTAIRS" "bodyacc" -0.0355396232800532
"496" 7 "WALKING_DOWNSTAIRS" "bodyaccjerk" -0.160233883774557
"497" 7 "WALKING_DOWNSTAIRS" "bodyaccjerkmag" -0.0400679956609575
"498" 7 "WALKING_DOWNSTAIRS" "bodyaccmag" 0.11869468013867
"499" 7 "WALKING_DOWNSTAIRS" "bodybodyaccjerkmag" 0.0876233632042553
"500" 7 "WALKING_DOWNSTAIRS" "bodybodygyrojerkmag" -0.321320686435106
"501" 7 "WALKING_DOWNSTAIRS" "bodybodygyromag" -0.325977354553191
"502" 7 "WALKING_DOWNSTAIRS" "bodygyro" -0.272713961130656
"503" 7 "WALKING_DOWNSTAIRS" "bodygyrojerk" -0.235386051359574
"504" 7 "WALKING_DOWNSTAIRS" "bodygyrojerkmag" -0.347004318042553
"505" 7 "WALKING_DOWNSTAIRS" "bodygyromag" -0.224246211159574
"506" 7 "WALKING_DOWNSTAIRS" "gravityacc" -0.366749117395745
"507" 7 "WALKING_DOWNSTAIRS" "gravityaccmag" 0.117211778336915
"508" 7 "SITTING" "bodyacc" -0.67679268866941
"509" 7 "SITTING" "bodyaccjerk" -0.723303282706389
"510" 7 "SITTING" "bodyaccjerkmag" -0.9734014753125
"511" 7 "SITTING" "bodyaccmag" -0.899065535338542
"512" 7 "SITTING" "bodybodyaccjerkmag" -0.969724525833333
"513" 7 "SITTING" "bodybodygyrojerkmag" -0.976800465104167
"514" 7 "SITTING" "bodybodygyromag" -0.914443466666667
"515" 7 "SITTING" "bodygyro" -0.712403807089271
"516" 7 "SITTING" "bodygyrojerk" -0.519210844931944
"517" 7 "SITTING" "bodygyrojerkmag" -0.97893977625
"518" 7 "SITTING" "bodygyromag" -0.8979669246875
"519" 7 "SITTING" "gravityacc" -0.28848688624375
"520" 7 "SITTING" "gravityaccmag" -0.900194863427083
"521" 7 "STANDING" "bodyacc" -0.693378002208333
"522" 7 "STANDING" "bodyaccjerk" -0.722900719013726
"523" 7 "STANDING" "bodyaccjerkmag" -0.970973831132075
"524" 7 "STANDING" "bodyaccmag" -0.939803557877358
"525" 7 "STANDING" "bodybodyaccjerkmag" -0.96825502509434
"526" 7 "STANDING" "bodybodygyrojerkmag" -0.972785293490566
"527" 7 "STANDING" "bodybodygyromag" -0.929276561981132
"528" 7 "STANDING" "bodygyro" -0.714074807725613
"529" 7 "STANDING" "bodygyrojerk" -0.517826779133648
"530" 7 "STANDING" "bodygyrojerkmag" -0.974742506509434
"531" 7 "STANDING" "bodygyromag" -0.930932261698113
"532" 7 "STANDING" "gravityacc" -0.350629541748428
"533" 7 "STANDING" "gravityaccmag" -0.938157408018868
"534" 7 "LAYING" "bodyacc" -0.695752426009295
"535" 7 "LAYING" "bodyaccjerk" -0.722936295105401
"536" 7 "LAYING" "bodyaccjerkmag" -0.973719085961538
"537" 7 "LAYING" "bodyaccmag" -0.920487720138462
"538" 7 "LAYING" "bodybodyaccjerkmag" -0.966712743653846
"539" 7 "LAYING" "bodybodygyrojerkmag" -0.97176047375
"540" 7 "LAYING" "bodybodygyromag" -0.930011618942308
"541" 7 "LAYING" "bodygyro" -0.714176528317003
"542" 7 "LAYING" "bodygyrojerk" -0.524702833934295
"543" 7 "LAYING" "bodygyrojerkmag" -0.977106983461538
"544" 7 "LAYING" "bodygyromag" -0.917228046923077
"545" 7 "LAYING" "gravityacc" -0.338917658798077
"546" 7 "LAYING" "gravityaccmag" -0.9217157685
"547" 8 "WALKING" "bodyacc" 0.00523655288473958
"548" 8 "WALKING" "bodyaccjerk" -0.108116787408837
"549" 8 "WALKING" "bodyaccjerkmag" -0.12570164851125
"550" 8 "WALKING" "bodyaccmag" -0.14619122901875
"551" 8 "WALKING" "bodybodyaccjerkmag" -0.200135269945833
"552" 8 "WALKING" "bodybodygyrojerkmag" -0.527133210833333
"553" 8 "WALKING" "bodybodygyromag" -0.314350713270833
"554" 8 "WALKING" "bodygyro" -0.130891322014688
"555" 8 "WALKING" "bodygyrojerk" -0.213704723460069
"556" 8 "WALKING" "bodygyrojerkmag" -0.4210432625
"557" 8 "WALKING" "bodygyromag" -0.120924571079792
"558" 8 "WALKING" "gravityacc" -0.396326224042281
"559" 8 "WALKING" "gravityaccmag" -0.0643643273947917
"560" 8 "WALKING_UPSTAIRS" "bodyacc" 0.0584761382979675
"561" 8 "WALKING_UPSTAIRS" "bodyaccjerk" -0.171403224738374
"562" 8 "WALKING_UPSTAIRS" "bodyaccjerkmag" -0.184895488806098
"563" 8 "WALKING_UPSTAIRS" "bodyaccmag" -0.161430248945732
"564" 8 "WALKING_UPSTAIRS" "bodybodyaccjerkmag" -0.255558533620732
"565" 8 "WALKING_UPSTAIRS" "bodybodygyrojerkmag" -0.519501934390244
"566" 8 "WALKING_UPSTAIRS" "bodybodygyromag" -0.206468299871951
"567" 8 "WALKING_UPSTAIRS" "bodygyro" -0.0468864276203252
"568" 8 "WALKING_UPSTAIRS" "bodygyrojerk" -0.249481218939431
"569" 8 "WALKING_UPSTAIRS" "bodygyrojerkmag" -0.447319522926829
"570" 8 "WALKING_UPSTAIRS" "bodygyromag" 0.0285600335853659
"571" 8 "WALKING_UPSTAIRS" "gravityacc" -0.392859003397967
"572" 8 "WALKING_UPSTAIRS" "gravityaccmag" -0.0530868125121951
"573" 8 "WALKING_DOWNSTAIRS" "bodyacc" 0.130723726542544
"574" 8 "WALKING_DOWNSTAIRS" "bodyaccjerk" 0.118523336604386
"575" 8 "WALKING_DOWNSTAIRS" "bodyaccjerkmag" 0.258018373184211
"576" 8 "WALKING_DOWNSTAIRS" "bodyaccmag" 0.113355710698026
"577" 8 "WALKING_DOWNSTAIRS" "bodybodyaccjerkmag" 0.233131595578947
"578" 8 "WALKING_DOWNSTAIRS" "bodybodygyrojerkmag" -0.194082028372368
"579" 8 "WALKING_DOWNSTAIRS" "bodybodygyromag" -0.127976521942105
"580" 8 "WALKING_DOWNSTAIRS" "bodygyro" -0.0854023913704825
"581" 8 "WALKING_DOWNSTAIRS" "bodygyrojerk" -0.117193439978596
"582" 8 "WALKING_DOWNSTAIRS" "bodygyrojerkmag" -0.141837004868421
"583" 8 "WALKING_DOWNSTAIRS" "bodygyromag" 0.0263568936
"584" 8 "WALKING_DOWNSTAIRS" "gravityacc" -0.366657031441316
"585" 8 "WALKING_DOWNSTAIRS" "gravityaccmag" 0.153968589527632
"586" 8 "SITTING" "bodyacc" -0.700865142706159
"587" 8 "SITTING" "bodyaccjerk" -0.732847939642044
"588" 8 "SITTING" "bodyaccjerkmag" -0.983364444782609
"589" 8 "SITTING" "bodyaccmag" -0.94044658586413
"590" 8 "SITTING" "bodybodyaccjerkmag" -0.980126252065217
"591" 8 "SITTING" "bodybodygyrojerkmag" -0.986938933369565
"592" 8 "SITTING" "bodybodygyromag" -0.959528972934783
"593" 8 "SITTING" "bodygyro" -0.73598140873913
"594" 8 "SITTING" "bodygyrojerk" -0.524089659282609
"595" 8 "SITTING" "bodygyrojerkmag" -0.989282049456522
"596" 8 "SITTING" "bodygyromag" -0.942841937717391
"597" 8 "SITTING" "gravityacc" -0.25054190323913
"598" 8 "SITTING" "gravityaccmag" -0.94104165998913
"599" 8 "STANDING" "bodyacc" -0.702371479493519
"600" 8 "STANDING" "bodyaccjerk" -0.729971052791111
"601" 8 "STANDING" "bodyaccjerkmag" -0.982426518425926
"602" 8 "STANDING" "bodyaccmag" -0.945831081589815
"603" 8 "STANDING" "bodybodyaccjerkmag" -0.979440656481481
"604" 8 "STANDING" "bodybodygyrojerkmag" -0.982770784814815
"605" 8 "STANDING" "bodybodygyromag" -0.959342025185185
"606" 8 "STANDING" "bodygyro" -0.728236495936574
"607" 8 "STANDING" "bodygyrojerk" -0.525079619776543
"608" 8 "STANDING" "bodygyrojerkmag" -0.98502046
"609" 8 "STANDING" "bodygyromag" -0.953036643240741
"610" 8 "STANDING" "gravityacc" -0.349269645865309
"611" 8 "STANDING" "gravityaccmag" -0.945475034648148
"612" 8 "LAYING" "bodyacc" -0.693731365029259
"613" 8 "LAYING" "bodyaccjerk" -0.721379169012222
"614" 8 "LAYING" "bodyaccjerkmag" -0.968051003425926
"615" 8 "LAYING" "bodyaccmag" -0.924524147208333
"616" 8 "LAYING" "bodybodyaccjerkmag" -0.962791973333333
"617" 8 "LAYING" "bodybodygyrojerkmag" -0.97009861287037
"618" 8 "LAYING" "bodybodygyromag" -0.940657960277778
"619" 8 "LAYING" "bodygyro" -0.716836644658488
"620" 8 "LAYING" "bodygyrojerk" -0.524423762707099
"621" 8 "LAYING" "bodygyrojerkmag" -0.973733651481481
"622" 8 "LAYING" "bodygyromag" -0.928362056481482
"623" 8 "LAYING" "gravityacc" -0.319145925703704
"624" 8 "LAYING" "gravityaccmag" -0.924279481944444
"625" 9 "WALKING" "bodyacc" -0.135617094917979
"626" 9 "WALKING" "bodyaccjerk" -0.224737143379006
"627" 9 "WALKING" "bodyaccjerkmag" -0.260423551317308
"628" 9 "WALKING" "bodyaccmag" -0.327551448898779
"629" 9 "WALKING" "bodybodyaccjerkmag" -0.319604126153846
"630" 9 "WALKING" "bodybodygyrojerkmag" -0.613466770961538
"631" 9 "WALKING" "bodybodygyromag" -0.538256004519231
"632" 9 "WALKING" "bodygyro" -0.303519492747756
"633" 9 "WALKING" "bodygyrojerk" -0.285659407560513
"634" 9 "WALKING" "bodygyrojerkmag" -0.555060234230769
"635" 9 "WALKING" "bodygyromag" -0.392134039182692
"636" 9 "WALKING" "gravityacc" -0.350526934607628
"637" 9 "WALKING" "gravityaccmag" -0.238756409807173
"638" 9 "WALKING_UPSTAIRS" "bodyacc" -0.23694876048177
"639" 9 "WALKING_UPSTAIRS" "bodyaccjerk" -0.392634707353129
"640" 9 "WALKING_UPSTAIRS" "bodyaccjerkmag" -0.443076469081633
"641" 9 "WALKING_UPSTAIRS" "bodyaccmag" -0.385942357244898
"642" 9 "WALKING_UPSTAIRS" "bodybodyaccjerkmag" -0.452234430306122
"643" 9 "WALKING_UPSTAIRS" "bodybodygyrojerkmag" -0.760970520102041
"644" 9 "WALKING_UPSTAIRS" "bodybodygyromag" -0.494162009540816
"645" 9 "WALKING_UPSTAIRS" "bodygyro" -0.246879755257347
"646" 9 "WALKING_UPSTAIRS" "bodygyrojerk" -0.358086667649796
"647" 9 "WALKING_UPSTAIRS" "bodygyrojerkmag" -0.710745908673469
"648" 9 "WALKING_UPSTAIRS" "bodygyromag" -0.254581605217347
"649" 9 "WALKING_UPSTAIRS" "gravityacc" -0.358488138180272
"650" 9 "WALKING_UPSTAIRS" "gravityaccmag" -0.330474809285714
"651" 9 "WALKING_DOWNSTAIRS" "bodyacc" -0.00498812395783135
"652" 9 "WALKING_DOWNSTAIRS" "bodyaccjerk" -0.165252800778175
"653" 9 "WALKING_DOWNSTAIRS" "bodyaccjerkmag" -0.0612341353619048
"654" 9 "WALKING_DOWNSTAIRS" "bodyaccmag" 0.180519399426429
"655" 9 "WALKING_DOWNSTAIRS" "bodybodyaccjerkmag" 0.0388606963345238
"656" 9 "WALKING_DOWNSTAIRS" "bodybodygyrojerkmag" -0.474165480357143
"657" 9 "WALKING_DOWNSTAIRS" "bodybodygyromag" -0.385855481904762
"658" 9 "WALKING_DOWNSTAIRS" "bodygyro" -0.25796815420627
"659" 9 "WALKING_DOWNSTAIRS" "bodygyrojerk" -0.266278568663095
"660" 9 "WALKING_DOWNSTAIRS" "bodygyrojerkmag" -0.462441929642857
"661" 9 "WALKING_DOWNSTAIRS" "bodygyromag" -0.245626432697619
"662" 9 "WALKING_DOWNSTAIRS" "gravityacc" -0.324029657170754
"663" 9 "WALKING_DOWNSTAIRS" "gravityaccmag" 0.205503244650476
"664" 9 "SITTING" "bodyacc" -0.660354719122
"665" 9 "SITTING" "bodyaccjerk" -0.71469253710125
"666" 9 "SITTING" "bodyaccjerkmag" -0.9580820001
"667" 9 "SITTING" "bodyaccmag" -0.8810022151
"668" 9 "SITTING" "bodybodyaccjerkmag" -0.9512227111
"669" 9 "SITTING" "bodybodygyrojerkmag" -0.9671563013
"670" 9 "SITTING" "bodybodygyromag" -0.9204544835
"671" 9 "SITTING" "bodygyro" -0.704023049092267
"672" 9 "SITTING" "bodygyrojerk" -0.516295737644333
"673" 9 "SITTING" "bodygyrojerkmag" -0.969862605
"674" 9 "SITTING" "bodygyromag" -0.9049209287
"675" 9 "SITTING" "gravityacc" -0.3045707836283
"676" 9 "SITTING" "gravityaccmag" -0.8785590759
"677" 9 "STANDING" "bodyacc" -0.696262341609444
"678" 9 "STANDING" "bodyaccjerk" -0.719433668044981
"679" 9 "STANDING" "bodyaccjerkmag" -0.966644378333333
"680" 9 "STANDING" "bodyaccmag" -0.941967052777778
"681" 9 "STANDING" "bodybodyaccjerkmag" -0.963418021777778
"682" 9 "STANDING" "bodybodygyrojerkmag" -0.966131213555556
"683" 9 "STANDING" "bodybodygyromag" -0.920339363666667
"684" 9 "STANDING" "bodygyro" -0.701942532618315
"685" 9 "STANDING" "bodygyrojerk" -0.514876780022963
"686" 9 "STANDING" "bodygyrojerkmag" -0.967555547555556
"687" 9 "STANDING" "bodygyromag" -0.914660813111111
"688" 9 "STANDING" "gravityacc" -0.322305824167889
"689" 9 "STANDING" "gravityaccmag" -0.940636246444444
"690" 9 "LAYING" "bodyacc" -0.6909295160585
"691" 9 "LAYING" "bodyaccjerk" -0.714497028875033
"692" 9 "LAYING" "bodyaccjerkmag" -0.9592006772
"693" 9 "LAYING" "bodyaccmag" -0.9236323178385
"694" 9 "LAYING" "bodybodyaccjerkmag" -0.9547076489
"695" 9 "LAYING" "bodybodygyrojerkmag" -0.9540483624
"696" 9 "LAYING" "bodybodygyromag" -0.9110029585
"697" 9 "LAYING" "bodygyro" -0.713468362124667
"698" 9 "LAYING" "bodygyrojerk" -0.512153903611333
"699" 9 "LAYING" "bodygyrojerkmag" -0.9586631894
"700" 9 "LAYING" "bodygyromag" -0.9028414868
"701" 9 "LAYING" "gravityacc" -0.434092371733333
"702" 9 "LAYING" "gravityaccmag" -0.92299761888
"703" 10 "WALKING" "bodyacc" -0.140752642525943
"704" 10 "WALKING" "bodyaccjerk" -0.128786173901635
"705" 10 "WALKING" "bodyaccjerkmag" -0.0475083271444245
"706" 10 "WALKING" "bodyaccmag" -0.194124748594811
"707" 10 "WALKING" "bodybodyaccjerkmag" 0.0353638575983962
"708" 10 "WALKING" "bodybodygyrojerkmag" -0.51637056745283
"709" 10 "WALKING" "bodybodygyromag" -0.456188353301887
"710" 10 "WALKING" "bodygyro" -0.20665084466752
"711" 10 "WALKING" "bodygyrojerk" -0.240097149704088
"712" 10 "WALKING" "bodygyrojerkmag" -0.470695776603774
"713" 10 "WALKING" "bodygyromag" -0.279241933009434
"714" 10 "WALKING" "gravityacc" -0.328203422264151
"715" 10 "WALKING" "gravityaccmag" -0.156501654068868
"716" 10 "WALKING_UPSTAIRS" "bodyacc" -0.07033082643
"717" 10 "WALKING_UPSTAIRS" "bodyaccjerk" -0.250581114804149
"718" 10 "WALKING_UPSTAIRS" "bodyaccjerkmag" -0.244024120168085
"719" 10 "WALKING_UPSTAIRS" "bodyaccmag" -0.191626016486362
"720" 10 "WALKING_UPSTAIRS" "bodybodyaccjerkmag" -0.243959095606383
"721" 10 "WALKING_UPSTAIRS" "bodybodygyrojerkmag" -0.635936780212766
"722" 10 "WALKING_UPSTAIRS" "bodybodygyromag" -0.216170533457447
"723" 10 "WALKING_UPSTAIRS" "bodygyro" -0.151046287323759
"724" 10 "WALKING_UPSTAIRS" "bodygyrojerk" -0.290852461013298
"725" 10 "WALKING_UPSTAIRS" "bodygyrojerkmag" -0.570867661914894
"726" 10 "WALKING_UPSTAIRS" "bodygyromag" -0.0346026444289362
"727" 10 "WALKING_UPSTAIRS" "gravityacc" -0.310492426384833
"728" 10 "WALKING_UPSTAIRS" "gravityaccmag" -0.119099904845064
"729" 10 "WALKING_DOWNSTAIRS" "bodyacc" 0.0279770316156798
"730" 10 "WALKING_DOWNSTAIRS" "bodyaccjerk" -0.0549494771304605
"731" 10 "WALKING_DOWNSTAIRS" "bodyaccjerkmag" 0.0807891270531579
"732" 10 "WALKING_DOWNSTAIRS" "bodyaccmag" 0.141570848525658
"733" 10 "WALKING_DOWNSTAIRS" "bodybodyaccjerkmag" 0.0975023583657895
"734" 10 "WALKING_DOWNSTAIRS" "bodybodygyrojerkmag" -0.514592501973684
"735" 10 "WALKING_DOWNSTAIRS" "bodybodygyromag" -0.350063807368421
"736" 10 "WALKING_DOWNSTAIRS" "bodygyro" -0.174287180005943
"737" 10 "WALKING_DOWNSTAIRS" "bodygyrojerk" -0.216855003920614
"738" 10 "WALKING_DOWNSTAIRS" "bodygyrojerkmag" -0.447980033815789
"739" 10 "WALKING_DOWNSTAIRS" "bodygyromag" -0.152114827155263
"740" 10 "WALKING_DOWNSTAIRS" "gravityacc" -0.310215629415789
"741" 10 "WALKING_DOWNSTAIRS" "gravityaccmag" 0.203920987407895
"742" 10 "SITTING" "bodyacc" -0.706552644500015
"743" 10 "SITTING" "bodyaccjerk" -0.732794222755
"744" 10 "SITTING" "bodyaccjerkmag" -0.986632046944444
"745" 10 "SITTING" "bodyaccmag" -0.949304938657407
"746" 10 "SITTING" "bodybodyaccjerkmag" -0.984583771296296
"747" 10 "SITTING" "bodybodygyrojerkmag" -0.991800315092593
"748" 10 "SITTING" "bodybodygyromag" -0.968459844351852
"749" 10 "SITTING" "bodygyro" -0.737008472537037
"750" 10 "SITTING" "bodygyrojerk" -0.526398218904815
"751" 10 "SITTING" "bodygyrojerkmag" -0.992701842037037
"752" 10 "SITTING" "bodygyromag" -0.953633310648148
"753" 10 "SITTING" "gravityacc" -0.320425980848765
"754" 10 "SITTING" "gravityaccmag" -0.950213395555556
"755" 10 "STANDING" "bodyacc" -0.698145979882576
"756" 10 "STANDING" "bodyaccjerk" -0.713744388299849
"757" 10 "STANDING" "bodyaccjerkmag" -0.958611016477273
"758" 10 "STANDING" "bodyaccmag" -0.943602964090909
"759" 10 "STANDING" "bodybodyaccjerkmag" -0.9518698275
"760" 10 "STANDING" "bodybodygyrojerkmag" -0.965334948409091
"761" 10 "STANDING" "bodybodygyromag" -0.930374146931818
"762" 10 "STANDING" "bodygyro" -0.711656145402765
"763" 10 "STANDING" "bodygyrojerk" -0.516032163940152
"764" 10 "STANDING" "bodygyrojerkmag" -0.968023536022727
"765" 10 "STANDING" "bodygyromag" -0.925137035
"766" 10 "STANDING" "gravityacc" -0.330117140560985
"767" 10 "STANDING" "gravityaccmag" -0.944626722954545
"768" 10 "LAYING" "bodyacc" -0.708106648619253
"769" 10 "LAYING" "bodyaccjerk" -0.722480618028779
"770" 10 "LAYING" "bodyaccjerkmag" -0.971895707931035
"771" 10 "LAYING" "bodyaccmag" -0.948059139482759
"772" 10 "LAYING" "bodybodyaccjerkmag" -0.9669693375
"773" 10 "LAYING" "bodybodygyrojerkmag" -0.960874848534483
"774" 10 "LAYING" "bodybodygyromag" -0.935696978965517
"775" 10 "LAYING" "bodygyro" -0.72089155109704
"776" 10 "LAYING" "bodygyrojerk" -0.519122243156322
"777" 10 "LAYING" "bodygyrojerkmag" -0.965231890258621
"778" 10 "LAYING" "bodygyromag" -0.932531082155172
"779" 10 "LAYING" "gravityacc" -0.584627963853448
"780" 10 "LAYING" "gravityaccmag" -0.948541737068965
"781" 11 "WALKING" "bodyacc" -0.250499206115734
"782" 11 "WALKING" "bodyaccjerk" -0.333963489552966
"783" 11 "WALKING" "bodyaccjerkmag" -0.402737243389831
"784" 11 "WALKING" "bodyaccmag" -0.454757360423729
"785" 11 "WALKING" "bodybodyaccjerkmag" -0.406281474915254
"786" 11 "WALKING" "bodybodygyrojerkmag" -0.762744261101695
"787" 11 "WALKING" "bodybodygyromag" -0.604984033305085
"788" 11 "WALKING" "bodygyro" -0.38670845861272
"789" 11 "WALKING" "bodygyrojerk" -0.334699252533051
"790" 11 "WALKING" "bodygyrojerkmag" -0.692202060847458
"791" 11 "WALKING" "bodygyromag" -0.490082228389831
"792" 11 "WALKING" "gravityacc" -0.339953075957627
"793" 11 "WALKING" "gravityaccmag" -0.388029693559322
"794" 11 "WALKING_UPSTAIRS" "bodyacc" -0.165112786043827
"795" 11 "WALKING_UPSTAIRS" "bodyaccjerk" -0.417833538497191
"796" 11 "WALKING_UPSTAIRS" "bodyaccjerkmag" -0.500036754259259
"797" 11 "WALKING_UPSTAIRS" "bodyaccmag" -0.283568919550926
"798" 11 "WALKING_UPSTAIRS" "bodybodyaccjerkmag" -0.494815981574074
"799" 11 "WALKING_UPSTAIRS" "bodybodygyrojerkmag" -0.809207416296296
"800" 11 "WALKING_UPSTAIRS" "bodybodygyromag" -0.465661521388889
"801" 11 "WALKING_UPSTAIRS" "bodygyro" -0.390180289542593
"802" 11 "WALKING_UPSTAIRS" "bodygyrojerk" -0.404941386848611
"803" 11 "WALKING_UPSTAIRS" "bodygyrojerkmag" -0.779220926759259
"804" 11 "WALKING_UPSTAIRS" "bodygyromag" -0.316479099675926
"805" 11 "WALKING_UPSTAIRS" "gravityacc" -0.348179021996914
"806" 11 "WALKING_UPSTAIRS" "gravityaccmag" -0.211093385953704
"807" 11 "WALKING_DOWNSTAIRS" "bodyacc" -0.0340128930853442
"808" 11 "WALKING_DOWNSTAIRS" "bodyaccjerk" -0.201115082618478
"809" 11 "WALKING_DOWNSTAIRS" "bodyaccjerkmag" -0.162611681673913
"810" 11 "WALKING_DOWNSTAIRS" "bodyaccmag" 0.032539929951087
"811" 11 "WALKING_DOWNSTAIRS" "bodybodyaccjerkmag" -0.135558375171739
"812" 11 "WALKING_DOWNSTAIRS" "bodybodygyrojerkmag" -0.691285098478261
"813" 11 "WALKING_DOWNSTAIRS" "bodybodygyromag" -0.418364767930435
